,,NO MOVE,NORTH,EAST,SOUTH,WEST
6,11,0.0,0.0,0.0,0.0,0.0
6,12,0.0,0.0,0.0,0.0,0.0
6,13,0.0,0.0,0.0,0.0,0.0
7,1,0.06916197558093098,0.07809339866499025,0.07803491767287607,0.0,0.0
7,2,0.0075184654999192165,0.0,0.0,0.06630114721020572,0.07866052951431111
7,3,0.0,0.0,0.0,0.0,0.0
7,4,0.0898761171833782,0.08928604084042041,0.0,0.08914708707466013,0.0
7,5,0.0,0.0,0.0,0.0,0.0
7,6,0.005794500650441264,0.07941077584759919,0.0,0.055830099562595055,0.0
7,7,0.0,0.0,0.0,0.0,0.0
7,8,0.0,0.0,0.0,0.0,0.0
7,9,0.0,0.0,0.0,0.0,0.0
7,10,0.0,0.0,0.0,0.0,0.0
7,11,0.0,0.0,0.0,0.0,0.0
7,12,0.0,0.0,0.0,0.0,0.0
7,13,0.0,0.0,0.0,0.0,0.0
8,1,0.0,0.0,0.0,0.0,0.0
8,2,0.08968696646362775,0.07767512860431254,0.08932538578383828,0.0,0.0
8,3,0.09067095555044061,0.0,0.08989935679987288,0.0,0.09004848035856151
8,4,0.08974356584374768,0.0906201627557573,0.08988593897977941,0.0,0.09063998975740377
8,5,0.09233946464521886,0.0,0.09762940051691651,0.0,0.09150914017580217
8,6,0.0,0.12408457434102632,0.0,0.0,0.0
8,7,0.0,0.0,0.0,0.0,0.0
8,8,0.0,0.0,0.0,0.0,0.0
8,9,0.0,0.0,0.0,0.0,0.0
8,10,0.0,0.0,0.0,0.0,0.0
8,11,0.0,0.0,0.0,0.0,0.0
8,12,0.0,0.0,0.0,0.0,0.0
8,13,0.0,0.0,0.0,0.0,0.0
